name,age,position,height,value,national_matches,national_goals,matches20,goals20,assists20,yellow20,double_yellows20,red20,matches21,goals21,assists21,yellow21,double_yellows21,red21,matches22,goals22,assists22,yellow22,double_yellows22,red22
rafael-rodrigues,21,Left-Back,1.83,875,3,0,26,1,0,5,0,0,36,2,2,6,0,0,31,0,1,8,0,0
lucas-freitas,22,Centre-Back,1.84,800,0,0,13,0,0,3,0,0,7,0,0,2,0,0,8,1,1,0,0,0
andre-gomes,18,Goalkeeper,1.82,2000.0,12,0,0,0,0,0,0,0,15,0,1,0,0,10,26,0,1,0,0,39
casper-tengstedt,23,Centre-Forward,1.84,6000.0,5,1,40,10,4,3,0,0,42,30,15,3,0,0,11,0,1,1,0,0
john-mercado,21,Right Winger,1.86,75,0,0,0,0,0,0,0,0,18,2,0,1,0,1,13,2,1,1,0,0
samba-kone,21,Central Midfield,1.9,600,0,0,0,0,0,0,0,0,17,3,0,3,0,0,22,0,1,3,0,0
tiago-almeida,21,Right-Back,1.77,700,1,0,22,0,0,2,0,0,28,0,3,2,0,0,37,0,1,3,0,1
joao-tome,20,Right-Back,1.85,750,6,0,20,0,0,0,0,0,33,0,8,2,0,0,31,1,1,10,0,0
wesley-tanque,26,Centre-Forward,1.88,625,0,0,0,0,0,0,0,0,59,23,6,12,1,0,18,2,3,2,0,0
nilton,22,Left-Back,1.82,700,1,0,5,0,0,0,0,0,25,2,1,6,0,0,29,3,1,6,0,0
andre-clovis,25,Centre-Forward,1.86,600,0,0,29,8,2,3,0,0,26,2,1,0,0,0,43,31,2,4,0,0
telmo-arcanjo,21,Attacking Midfield,1.8,625,1,0,15,0,0,2,0,0,12,0,1,2,0,0,36,9,5,9,1,1
kewin,28,Goalkeeper,1.89,600,0,0,2,0,0,0,0,3,17,0,4,0,0,18,31,0,3,0,0,32
jota-goncalves,22,Centre-Back,1.86,600,0,0,6,0,0,0,0,0,6,0,0,2,0,0,38,0,2,14,0,0
luis-semedo,19,Centre-Forward,1.92,600,2,0,18,5,0,0,0,0,38,20,1,1,0,0,23,8,1,3,0,0
santiago-godoy,22,Centre-Forward,1.82,575,0,0,4,0,0,1,0,0,29,11,6,10,0,0,15,4,0,4,0,0
rodrigo-pinheiro,20,Right-Back,1.83,575,2,0,11,0,0,1,1,0,31,1,0,6,0,0,27,1,2,4,1,0
rodrigo-borges,24,Centre-Back,1.87,550,0,0,5,0,0,2,1,0,1,0,0,0,0,0,37,3,0,8,1,0
jhon-velasquez,28,Attacking Midfield,1.74,550,0,0,43,6,8,5,0,0,15,0,2,2,0,0,18,2,3,2,0,0
godfried-frimpong,24,Left-Back,1.8,550,2,0,12,0,3,1,0,0,12,0,0,2,0,0,31,0,6,2,0,0
ze-pedro,26,Centre-Back,1.87,550,0,0,11,1,0,2,0,0,29,3,0,3,0,0,33,1,0,3,0,0
edi-semedo,24,Right Winger,1.81,550,0,0,27,4,0,2,0,0,31,3,4,4,0,0,37,5,4,1,0,0
hugo-gomes,28,Centre-Back,1.87,550,2,0,39,6,0,7,0,1,29,5,0,9,0,0,31,4,1,6,0,0
goncalo-tabuaco,22,Goalkeeper,1.88,550,1,0,21,0,3,0,0,23,22,0,3,0,1,33,36,0,3,0,0,60
rui-costa,27,Second Striker,1.79,550,0,0,25,4,0,0,0,0,42,5,3,4,0,1,35,10,2,4,0,0
joao-pinto,22,Centre-Back,1.88,550,1,0,1,0,0,0,0,0,25,0,0,4,0,0,37,0,3,7,0,0
joao-marcelo,22,Centre-Back,1.89,550,0,0,31,3,0,3,0,1,26,3,0,8,0,0,26,7,1,6,0,0
wendel,22,Centre-Forward,1.8,525,0,0,17,1,1,2,0,0,34,8,2,5,1,0,30,8,5,7,0,1
ronaldo-camara,20,Attacking Midfield,1.72,500,14,3,14,3,0,2,0,1,17,0,3,0,0,0,6,0,0,0,0,0
vladan-danilovic,23,Defensive Midfield,1.83,525,7,0,19,2,1,8,0,0,31,1,0,8,0,0,35,5,1,12,1,0
mansur,30,Left-Back,1.81,500,4,0,27,0,1,5,0,0,37,1,0,9,1,0,16,2,1,3,0,0
casper-tengstedt,23,Centre-Forward,1.84,6000.0,5,1,40,10,4,3,0,0,42,30,15,3,0,0,11,0,1,1,0,0
andre-gomes,18,Goalkeeper,1.82,2000.0,12,0,0,0,0,0,0,0,15,0,1,0,0,10,26,0,1,0,0,39
john-mercado,21,Right Winger,1.86,75,0,0,0,0,0,0,0,0,18,2,0,1,0,1,13,2,1,1,0,0
rafael-barbosa,27,Left Winger,1.73,500,1,0,32,3,2,2,0,0,35,2,5,8,0,0,36,6,2,4,0,0
sidney-lima,26,Centre-Back,1.82,500,0,0,1,0,0,1,0,0,29,1,0,9,1,0,33,1,0,6,0,0
walterson-silva,28,Left Winger,1.8,500,0,0,37,3,3,3,0,0,28,1,0,5,0,0,36,7,4,4,0,0
tiago-manso,23,Right-Back,1.74,500,0,0,25,1,0,8,1,0,25,2,3,7,1,0,35,0,1,13,0,0
jovan-lukic,21,Central Midfield,1.8,500,6,0,27,2,0,5,0,0,34,1,2,4,1,0,28,1,1,5,0,0
fabinho,28,Attacking Midfield,1.8,500,2,0,33,4,1,4,0,0,24,5,3,5,0,0,39,2,8,2,0,1
leo-alaba,23,Right-Back,1.83,500,0,0,2,0,0,1,0,0,12,0,0,2,1,0,34,1,2,11,0,0
volnei,23,Centre-Back,1.88,500,0,0,13,0,0,2,0,0,22,5,0,3,0,0,35,2,3,10,1,0
abner,27,Left-Back,1.8,500,4,0,15,0,1,4,0,0,33,0,1,10,0,1,35,1,1,10,0,0
braima,22,Central Midfield,1.81,500,0,0,17,0,0,3,0,0,25,0,0,4,0,0,41,2,2,9,0,0
serginho,23,Central Midfield,1.81,475,0,0,2,0,0,0,0,0,1,0,0,0,0,0,38,5,3,6,0,0
anthony-correia,23,Centre-Back,1.85,475,0,0,7,0,0,2,0,0,32,1,1,10,0,0,34,0,1,9,0,1
robinho,25,Right-Back,1.71,475,0,0,27,1,2,4,1,0,37,0,3,8,0,0,27,0,1,9,0,1
gustavo-marques,21,Centre-Back,1.89,475,0,0,0,0,0,0,0,0,9,1,0,1,0,0,30,3,2,9,0,0
domen-gril,21,Goalkeeper,1.87,475,2,0,0,0,1,0,0,0,27,0,2,0,2,32,37,0,6,0,0,48
joao-oliveira,27,Left Winger,1.77,475,11,1,26,5,1,4,0,0,28,3,4,2,0,0,35,6,5,8,1,0
kikas,24,Centre-Forward,1.77,475,0,0,31,6,1,4,0,0,17,2,0,0,0,1,39,12,3,6,0,0
henrique-pereira,21,Left Winger,1.78,475,9,0,27,1,0,2,0,0,34,9,5,2,0,0,34,9,5,4,0,0
alanzinho,23,Attacking Midfield,1.65,450,0,0,11,1,0,1,0,0,16,1,1,3,0,0,37,8,10,5,0,0
joao-resende,20,Centre-Forward,1.78,450,2,1,15,7,1,0,0,0,29,11,4,2,0,0,15,1,0,1,0,0
marcelo-alves,25,Centre-Back,1.92,450,0,0,23,0,0,6,0,1,13,0,0,3,0,1,39,4,1,4,0,0
rodrigo-fernandes,22,Defensive Midfield,1.84,450,0,0,0,0,0,0,0,0,17,0,0,4,0,0,19,1,0,5,0,0
andre-gomes,18,Goalkeeper,1.82,2000.0,12,0,0,0,0,0,0,0,15,0,1,0,0,10,26,0,1,0,0,39
john-mercado,21,Right Winger,1.86,75,0,0,0,0,0,0,0,0,18,2,0,1,0,1,13,2,1,1,0,0
david-bruno,31,Right-Back,1.75,450,4,0,35,0,4,1,0,0,23,0,1,5,0,0,34,1,5,5,0,0
cristian-ponde,28,Right Winger,1.81,450,10,8,30,6,5,3,0,0,33,7,2,3,0,1,35,8,6,1,1,1
tiago-morais,19,Right Winger,1.68,450,2,0,17,3,0,3,0,0,16,2,0,1,0,1,35,4,2,5,0,0
casper-tengstedt,23,Centre-Forward,1.84,6000.0,5,1,40,10,4,3,0,0,42,30,15,3,0,0,11,0,1,1,0,0
lorenzo-lucca,22,Centre-Forward,2.01,6000.0,6,2,27,13,0,5,0,1,35,6,4,7,1,1,30,8,4,4,0,0
thomas-van-den-belt,21,Defensive Midfield,1.81,2000.0,2,0,9,0,0,0,0,0,33,3,2,6,0,0,37,16,8,7,0,0
kian-fitz-jim,19,Central Midfield,1.74,1300.0,1,0,26,1,2,3,1,0,34,0,3,7,0,0,34,3,6,5,0,0
youri-regeer,19,Central Midfield,1.77,1500.0,1,0,37,0,5,6,0,0,30,6,9,4,0,0,29,1,4,4,0,0
maxim-dekker,0,0,0.0,0,2,0,5,2,0,0,0,0,44,2,3,1,0,0,29,3,0,1,0,0
anthony-fontana,23,Attacking Midfield,1.77,1000.0,2,4,17,2,1,2,0,0,1,0,0,0,0,0,12,0,0,1,0,0
ryan-thomas,28,Central Midfield,1.74,1300.0,18,3,24,1,5,2,0,0,9,1,0,1,0,0,19,0,3,1,0,0
silvano-vos,0,0,0.0,0,2,0,3,0,0,0,0,0,24,1,0,1,0,0,39,4,4,6,0,0
emil-hansson,24,Left Winger,1.72,1300.0,10,4,34,2,4,0,0,0,28,0,5,0,0,0,38,16,19,3,0,0
justin-hoogma,24,Centre-Back,1.9,1000.0,14,0,22,1,1,2,0,0,18,0,0,2,0,0,40,3,1,5,0,0
jason-van-duiven,18,Centre-Forward,1.75,1000.0,12,3,3,1,0,0,0,0,26,23,9,0,0,0,36,17,3,4,0,0
dylan-vente,24,Centre-Forward,1.85,900,13,5,21,6,3,2,0,0,42,25,7,2,0,0,39,21,6,1,0,0
nikolai-laursen,25,Right Winger,1.87,900,11,4,32,3,1,2,0,1,33,4,0,3,0,0,31,17,8,3,0,0
mika-godts,18,Left Winger,1.76,800,2,0,0,0,0,0,0,0,1,0,0,0,0,0,36,12,3,3,1,0
olivier-aertssen,18,Centre-Back,1.83,800,1,0,5,1,0,0,0,0,27,1,0,2,0,0,40,1,2,3,0,0
anthony-limbombe,28,Left Winger,1.77,800,1,0,0,0,0,0,0,0,1,0,0,0,0,0,38,8,7,1,0,0
fabian-de-keijzer,23,Goalkeeper,1.93,800,1,0,7,0,1,0,0,9,31,0,1,0,0,46,13,0,1,0,0,13
isaac-babadi,0,0,0.0,0,3,1,5,3,2,0,0,0,26,8,8,0,0,0,34,6,5,2,0,0
christian-rasmussen,20,Centre-Forward,1.84,800,0,0,20,1,1,3,0,0,41,8,5,1,0,0,32,9,2,2,0,0
pol-llonch,30,Central Midfield,1.7,700,0,0,29,0,0,7,1,0,26,0,0,4,0,0,30,1,0,6,0,0
sontje-hansen,21,Right Winger,1.73,750,3,0,28,3,5,2,0,0,23,3,2,1,0,0,23,4,3,1,0,1
kristian-hlynsson,0,0,0.0,0,6,1,11,4,2,1,0,0,40,5,6,0,0,0,37,11,9,0,0,1
tibo-persyn,21,Right Midfield,1.79,700,0,0,10,0,1,0,0,0,6,2,0,1,0,0,34,0,3,4,0,0
thomas-van-den-belt,21,Defensive Midfield,1.81,2000.0,2,0,9,0,0,0,0,0,33,3,2,6,0,0,37,16,8,7,0,0
bryan-limbombe,22,Left Winger,1.72,700,0,0,4,0,0,0,0,0,36,7,5,1,0,0,36,7,5,4,0,0
melayro-bogarde,21,Defensive Midfield,1.86,700,3,0,24,0,3,7,1,0,26,0,0,4,0,0,14,1,1,0,0,0
ryan-thomas,28,Central Midfield,1.74,1300.0,18,3,24,1,5,2,0,0,9,1,0,1,0,0,19,0,3,1,0,0
yusuf-barasi,20,Centre-Forward,1.82,650,9,1,22,9,4,1,0,0,23,6,1,1,0,1,36,12,3,2,0,0
emil-hansson,24,Left Winger,1.72,1300.0,10,4,34,2,4,0,0,0,28,0,5,0,0,0,38,16,19,3,0,0
ringo-meerveld,20,Central Midfield,1.77,650,0,0,35,5,5,4,0,0,16,0,3,0,0,0,29,0,2,0,0,0
sam-kersten,25,Centre-Back,1.91,650,0,0,28,0,0,4,0,0,14,0,0,3,0,1,21,0,0,2,0,0
nick-venema,24,Right Winger,1.81,650,0,0,32,5,2,2,0,0,35,15,3,4,0,0,42,14,8,3,0,0
jizz-hornkamp,25,Centre-Forward,1.82,650,0,0,35,20,5,3,0,0,31,9,3,6,0,0,35,11,6,5,0,0
gabriel-misehouy,0,0,0.0,0,8,2,4,1,1,0,0,0,23,7,5,0,0,0,32,7,1,1,0,0
marco-rente,26,Centre-Back,1.87,600,0,0,27,0,1,3,0,0,28,1,1,5,0,0,32,3,4,8,0,0
christos-giousis,24,Right Winger,1.77,600,2,0,27,4,2,2,0,0,30,17,4,3,0,0,34,7,9,2,0,1
fedde-de-jong,19,Attacking Midfield,1.85,650,1,0,18,1,3,0,0,0,44,8,6,2,0,0,34,4,1,2,0,0
thijs-oosting,23,Attacking Midfield,1.76,600,5,1,32,11,8,3,0,0,17,3,2,1,0,0,16,2,2,1,0,0
jenson-seelt,20,Centre-Back,1.92,600,0,0,9,0,0,0,0,0,27,3,1,3,0,1,33,4,1,9,0,0
sava-arangel-cestic,22,Centre-Back,1.92,600,2,0,23,2,0,7,0,0,25,0,0,8,0,0,9,0,1,2,0,0
wessel-dammers,28,Centre-Back,1.85,600,1,0,28,1,1,9,0,0,34,1,3,3,0,0,35,1,2,4,0,1
leeroy-owusu,26,Right-Back,1.74,600,3,0,30,0,1,3,0,0,32,0,4,1,0,0,40,2,7,3,0,0
jesse-bosch,23,Defensive Midfield,1.76,600,0,0,32,2,1,6,0,0,29,1,0,0,0,0,34,4,4,4,0,0
odysseus-velanas,25,Attacking Midfield,1.8,600,7,1,21,6,4,2,0,0,36,10,6,4,0,0,36,16,5,6,0,0
jasper-schendelaar,22,Goalkeeper,1.86,600,0,0,37,0,1,0,0,58,14,0,0,0,0,15,37,0,0,0,1,39
mohamed-nassoh,0,0,0.0,0,0,0,7,1,1,0,0,0,31,4,3,2,0,0,35,6,8,6,0,0
ruben-van-bommel,18,Left Winger,1.86,550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,5,7,0,0
danny-bakker,28,Centre-Back,1.84,550,3,0,34,3,2,5,0,0,34,4,1,2,0,0,2,0,0,0,0,0
elias-mar-omarsson,28,Centre-Forward,1.8,600,9,0,41,25,1,0,0,0,32,7,2,2,0,1,34,12,3,2,0,0
boyd-lucassen,24,Right-Back,1.73,550,0,0,36,1,3,4,0,0,36,1,1,2,0,0,44,3,11,5,0,0
jeredy-hilterman,24,Centre-Forward,1.86,550,6,1,39,19,2,2,0,0,36,10,4,4,0,0,42,15,3,5,0,0
thomas-van-den-belt,21,Defensive Midfield,1.81,2000.0,2,0,9,0,0,0,0,0,33,3,2,6,0,0,37,16,8,7,0,0
joey-sleegers,28,Left Winger,1.78,550,2,0,17,3,1,0,0,0,40,24,12,1,0,0,25,2,3,2,0,0
ryan-thomas,28,Central Midfield,1.74,1300.0,18,3,24,1,5,2,0,0,9,1,0,1,0,0,19,0,3,1,0,0
emil-hansson,24,Left Winger,1.72,1300.0,10,4,34,2,4,0,0,0,28,0,5,0,0,0,38,16,19,3,0,0
philip-brittijn,19,Defensive Midfield,1.82,500,2,0,0,0,0,0,0,0,31,3,0,2,0,0,41,3,6,9,0,0
zico-buurmeester,0,0,0.0,0,0,0,22,0,2,1,1,0,37,8,1,3,0,0,34,5,4,2,0,0
lennart-thy,31,Centre-Forward,1.84,525,7,1,36,14,3,0,0,0,36,5,2,1,0,0,37,23,6,1,0,0
sonny-stevens,30,Goalkeeper,1.94,500,0,0,39,0,0,0,0,40,31,0,0,0,0,61,23,0,1,0,0,37
michael-brouwer,30,Goalkeeper,1.89,550,1,0,8,0,0,0,0,14,39,0,0,0,0,24,38,0,1,0,0,42
lance-duijvestijn,24,Attacking Midfield,1.83,500,2,0,38,11,4,4,0,0,38,12,13,6,0,0,38,12,4,5,0,0
lucas-schoofs,26,Central Midfield,1.86,500,1,0,32,2,2,2,0,0,31,0,2,2,0,0,40,10,5,1,0,0
soulyman-allouch,21,Left Winger,1.74,500,0,0,19,0,1,1,0,0,18,0,0,2,0,0,40,8,8,5,0,0
koen-kostons,23,Centre-Forward,1.85,500,0,0,47,16,6,7,0,0,6,1,0,2,0,1,37,10,20,9,0,0
max-svensson,24,Left Winger,1.76,500,4,1,12,2,1,0,0,0,35,1,4,1,0,0,39,7,2,4,0,0
xander-severina,22,Left Winger,1.85,500,1,0,6,0,5,0,0,0,24,1,4,2,0,0,38,8,9,2,0,0
lucas-woudenberg,29,Left-Back,1.86,500,1,0,31,1,0,2,0,0,22,0,0,2,0,0,39,2,4,5,0,0
samuel-armenteros,33,Centre-Forward,1.78,500,2,1,26,9,2,2,0,0,11,1,0,0,0,0,36,17,4,2,0,0
jasper-dahlhaus,21,Left Midfield,1.76,500,1,0,17,1,0,1,0,0,38,9,5,5,0,0,38,5,5,2,0,0
sem-westerveld,20,Goalkeeper,1.9,500,0,0,5,0,0,0,0,7,23,0,2,0,0,30,13,0,1,0,0,17
iman-griffith,21,Right Winger,1.7,500,0,0,7,0,0,0,0,0,32,5,5,0,0,0,33,5,8,0,0,0
ismail-azzaoui,25,Right Winger,1.77,500,1,0,19,1,3,1,0,0,13,3,3,0,0,0,20,3,3,0,0,0
ruben-roosken,23,Left-Back,1.83,500,0,0,30,0,6,1,0,0,9,0,1,0,0,0,38,1,7,9,0,0
livano-comenencia,0,0,0.0,0,1,0,4,0,0,0,0,0,31,0,1,3,0,0,37,1,1,5,0,0
amourricho-van-axel-dongen,18,Left Winger,1.75,500,1,0,6,1,1,0,0,0,19,8,3,2,0,0,14,1,2,0,0,0
younes-taha,20,Attacking Midfield,1.76,500,1,0,0,0,0,0,0,0,32,6,7,5,0,0,33,14,2,4,0,0
daan-huisman,20,Attacking Midfield,1.89,500,2,0,26,1,1,1,0,0,38,3,0,2,0,0,39,5,4,0,0,0
mexx-meerdink,19,Centre-Forward,1.82,500,0,0,3,2,0,0,0,0,38,18,5,1,0,0,34,17,2,4,0,1
maarten-peijnenburg,26,Centre-Back,1.86,475,0,0,34,3,0,10,0,0,39,1,5,6,0,0,16,0,1,4,0,0
tijs-velthuis,21,Centre-Back,1.9,500,1,0,30,1,0,5,0,0,34,0,0,3,0,0,31,1,0,3,0,0
mathijs-tielemans,21,Defensive Midfield,1.78,500,0,0,19,2,6,0,0,0,25,2,4,1,0,0,37,5,3,3,0,0
ryan-thomas,28,Central Midfield,1.74,1300.0,18,3,24,1,5,2,0,0,9,1,0,1,0,0,19,0,3,1,0,0
thomas-van-den-belt,21,Defensive Midfield,1.81,2000.0,2,0,9,0,0,0,0,0,33,3,2,6,0,0,37,16,8,7,0,0
emil-hansson,24,Left Winger,1.72,1300.0,10,4,34,2,4,0,0,0,28,0,5,0,0,0,38,16,19,3,0,0
halil-akbunar,29,Right Winger,1.67,3000.0,2,0,42,10,14,3,0,0,34,5,7,6,0,1,34,4,7,4,0,0
emre-demir,19,Attacking Midfield,1.75,1500.0,12,1,16,2,1,2,0,0,7,1,1,1,0,0,4,1,0,1,0,0
olivier-thill,26,Attacking Midfield,1.76,1200.0,41,3,23,4,2,4,0,0,27,11,11,4,1,0,14,0,0,1,0,0
gokdeniz-bayrakdar,21,Right Winger,1.81,2200.0,11,1,37,8,0,8,0,0,35,6,3,2,0,0,37,11,2,3,0,0
gaetan-laura,27,Centre-Forward,1.82,1200.0,0,0,33,8,5,4,0,0,35,7,8,3,0,1,30,12,5,5,0,0
sinan-kurt,28,Central Midfield,1.78,1100.0,0,0,31,6,9,3,0,0,29,0,1,1,0,0,36,2,0,1,0,0
douglas-tanque,29,Centre-Forward,1.88,1200.0,0,0,34,11,2,9,0,1,28,6,0,6,1,0,31,17,3,3,0,1
john-mary,30,Centre-Forward,1.86,1000.0,1,0,19,7,0,0,0,0,23,3,3,2,0,0,14,6,1,1,0,0
fatih-kurucuk,25,Centre-Back,1.92,1000.0,4,0,16,0,0,4,0,0,31,1,1,9,1,0,18,3,0,3,0,0
ibrahim-yilmaz,29,Centre-Forward,1.84,1000.0,12,3,34,9,4,2,0,0,37,18,5,6,0,0,29,0,1,4,0,0
farouk-miya,25,Central Midfield,1.77,1000.0,74,23,19,0,1,2,0,0,0,0,0,0,0,0,23,4,0,3,0,0
soner-gonul,25,Left-Back,1.77,800,0,0,34,3,4,3,0,0,33,0,1,6,0,0,27,0,0,6,0,0
recep-niyaz,27,Attacking Midfield,1.65,900,0,0,28,5,2,3,0,0,32,1,2,4,0,0,23,4,1,5,0,0
youssef-ait-bennasser,26,Defensive Midfield,1.84,800,23,0,0,0,0,0,0,0,28,2,2,6,0,0,30,1,4,2,0,0
nikola-terzic,22,Right Winger,1.77,1000.0,7,2,20,12,2,1,0,0,35,6,2,2,0,0,23,1,3,2,0,0
ali-akman,21,Centre-Forward,1.73,900,10,0,20,10,4,4,0,0,32,6,0,2,0,1,16,0,0,0,0,0
ali-kaan-guneren,23,Central Midfield,1.83,900,8,0,21,0,1,3,0,0,36,5,3,4,0,0,27,1,3,4,0,0
soner-aydogdu,32,Central Midfield,1.8,800,2,0,41,4,6,6,0,0,35,2,4,5,0,0,28,3,2,7,0,1
burak-oksuz,27,Centre-Back,1.85,800,0,0,37,3,1,1,0,0,33,0,2,2,0,0,15,1,0,2,0,0
emir-ortakaya,0,0,0.0,0,2,1,15,1,0,6,0,1,28,3,1,11,0,0,33,1,0,7,0,0
kadeem-harris,30,Right Winger,1.74,750,0,0,41,0,4,6,0,1,19,5,2,3,1,0,25,2,3,2,0,0
yunus-emre-cift,19,Centre-Back,1.85,750,1,0,0,0,0,0,0,0,23,0,0,5,1,0,27,1,0,5,0,0
celil-yuksel,25,Central Midfield,1.71,700,0,0,32,3,8,10,0,0,36,4,5,8,0,0,32,0,0,4,0,0
ivan-saponjic,25,Centre-Forward,1.9,700,11,3,11,1,0,2,0,0,16,4,3,3,0,0,39,12,5,11,0,0
halil-akbunar,29,Right Winger,1.67,3000.0,2,0,42,10,14,3,0,0,34,5,7,6,0,1,34,4,7,4,0,0
emre-demir,19,Attacking Midfield,1.75,1500.0,12,1,16,2,1,2,0,0,7,1,1,1,0,0,4,1,0,1,0,0
alpaslan-ozturk,29,Centre-Back,1.86,700,1,0,21,3,0,6,0,0,16,1,0,4,1,0,18,2,0,3,1,0
douglas-tanque,29,Centre-Forward,1.88,1200.0,0,0,34,11,2,9,0,1,28,6,0,6,1,0,31,17,3,3,0,1
aaron-leya-iseka,25,Centre-Forward,1.82,700,16,4,27,5,0,4,0,0,26,3,0,1,0,0,22,6,2,2,0,0
deni-milosevic,28,Attacking Midfield,1.83,700,11,1,34,3,3,2,0,0,19,1,0,1,0,0,21,1,1,0,0,0
ahmet-sagat,27,Centre-Forward,1.87,700,0,0,38,10,6,6,0,0,36,17,4,2,0,0,29,9,3,2,0,0
emirhan-topcu,22,Centre-Back,1.88,650,0,0,18,0,0,3,0,0,13,0,0,2,0,0,32,1,2,6,1,0
marvin-gakpa,29,Central Midfield,1.82,650,0,0,29,2,3,2,0,0,35,12,5,1,0,0,34,7,1,3,0,0
kabongo-kasongo,28,Centre-Forward,1.85,650,2,1,11,5,2,2,0,0,29,11,2,3,0,0,27,19,3,4,0,0
emre-kaplan,22,Left-Back,1.8,650,2,0,17,0,0,5,0,0,8,0,0,1,0,0,34,0,2,6,0,0
dino-arslanagic,30,Centre-Back,1.91,650,12,0,22,0,0,3,0,0,33,3,1,11,1,0,33,1,0,10,0,0
bekir-karadeniz,24,Central Midfield,1.77,600,0,0,35,3,2,7,0,0,22,1,0,3,0,0,31,6,3,5,0,0
ibrahim-olawoyin,25,Left Winger,1.78,600,0,0,18,2,3,1,0,0,33,8,9,2,0,0,35,7,10,6,0,0
aias-aosman,28,Attacking Midfield,1.75,600,15,2,28,5,2,5,1,0,34,8,11,8,0,0,30,7,3,7,0,0
dejvi-bregu,27,Left Winger,1.71,600,1,0,39,17,9,1,0,0,34,5,4,1,0,0,34,7,5,4,0,0
yalcin-kayan,24,Central Midfield,1.8,600,0,0,20,2,0,7,0,0,30,0,0,2,0,1,35,2,1,3,0,0
emircan-altintas,27,Left Winger,1.71,600,0,0,24,6,0,3,0,0,34,3,0,6,0,0,23,5,2,2,0,0
luccas-claro,31,Centre-Back,1.8,600,3,0,47,0,4,6,0,0,25,1,1,5,0,0,28,1,0,1,0,0
romal-palmer,24,Central Midfield,1.81,550,0,0,39,1,1,2,0,0,35,1,2,9,0,0,28,3,3,7,0,0
kerem-kalafat,22,Right-Back,1.76,550,0,0,31,0,1,3,0,0,20,0,1,4,0,0,11,0,0,1,0,0
samuel-tetteh,26,Centre-Forward,1.8,550,8,1,19,1,1,2,0,0,31,7,2,1,0,0,33,7,3,1,0,0
tarik-cetin,26,Goalkeeper,1.93,550,0,0,10,0,0,0,0,14,12,0,1,0,0,13,27,0,2,0,0,26
marko-kvasina,26,Centre-Forward,1.95,550,27,4,35,5,2,2,0,0,34,3,5,4,0,0,31,3,6,5,0,0
jurgen-bardhi,25,Attacking Midfield,1.81,550,5,0,37,5,3,7,1,0,38,4,3,5,0,0,35,0,10,5,0,0
malaly-dembele,25,Centre-Forward,1.84,550,0,0,34,3,1,3,0,0,33,2,1,1,0,0,26,7,7,5,0,1
ahmed-ildiz,26,Central Midfield,1.81,550,5,0,39,1,1,3,0,0,23,1,3,2,0,0,32,4,2,4,0,0
eric-bjorkander,26,Centre-Back,1.86,550,0,0,14,2,0,0,0,0,26,1,0,3,0,0,29,1,0,7,0,0
halil-akbunar,29,Right Winger,1.67,3000.0,2,0,42,10,14,3,0,0,34,5,7,6,0,1,34,4,7,4,0,0
emre-demir,19,Attacking Midfield,1.75,1500.0,12,1,16,2,1,2,0,0,7,1,1,1,0,0,4,1,0,1,0,0
okechukwu-azubuike,26,Defensive Midfield,1.7,550,1,0,15,0,0,1,0,0,30,0,1,3,0,0,15,0,2,2,0,0
douglas-tanque,29,Centre-Forward,1.88,1200.0,0,0,34,11,2,9,0,1,28,6,0,6,1,0,31,17,3,3,0,1
baris-alici,25,Right Winger,1.8,550,5,0,16,1,1,0,0,0,35,8,8,5,0,0,26,5,5,3,0,0
melih-kabasakal,27,Defensive Midfield,1.78,500,6,3,32,0,2,2,0,0,39,4,1,3,0,0,32,1,0,5,0,0
onur-ulas,0,0,0.0,0,0,0,29,1,0,6,0,0,28,1,0,8,2,0,30,0,0,8,0,0
sergen-picinciol,27,Centre-Back,1.85,500,0,0,27,3,1,5,0,0,18,0,0,4,0,0,14,1,0,2,0,0
godfred-donsah,27,Central Midfield,1.75,500,1,0,27,1,0,3,0,0,26,1,0,3,0,0,17,0,0,3,0,0
demba-diallo,0,0,0.0,0,7,1,3,0,0,0,0,0,31,2,3,1,0,0,33,1,3,8,0,0
cebio-soukou,30,Right Winger,1.85,500,21,4,15,1,0,2,0,0,28,4,5,7,0,0,28,6,6,1,0,1
zeki-yavru,31,Right-Back,1.78,500,3,0,34,3,2,3,0,0,32,0,2,6,0,0,32,2,4,3,0,1
caglar-akbaba,28,Goalkeeper,1.87,500,0,0,4,0,0,0,0,7,20,0,2,0,0,26,31,0,2,0,0,42
hakan-yesil,21,Defensive Midfield,1.81,500,5,0,21,1,3,3,0,0,34,3,3,7,1,0,21,1,1,2,0,0
tiago-rodrigues,31,Attacking Midfield,1.77,500,5,0,43,7,7,5,0,0,21,1,0,6,0,0,10,0,0,1,0,0
mehmet-ozcan,24,Defensive Midfield,1.75,500,5,0,23,2,0,4,0,0,35,1,1,3,0,0,30,0,2,5,0,0
ayberk-karapo,18,Centre-Back,1.86,475,8,2,0,0,0,0,0,0,0,0,0,0,0,0,34,2,1,8,0,0
benhur-keser,26,Left Winger,1.85,500,0,0,39,13,7,5,0,0,33,9,4,4,0,0,37,9,10,2,0,0
ogulcan-caglayan,27,Right Winger,1.88,475,18,2,20,4,1,1,0,0,22,3,0,3,0,0,22,0,1,1,0,0
